novice_prompt,expert_prompt
"A song with violin, bells, and keyboard, sung by a man, sounds like a live concert.","This is a live performance of a classical music piece, featuring a male vocalist accompanied by a violin, bells, and keyboard, with a rich, reverberant sound quality that is characteristic of a concert setting. The piece is likely a classical or choral work, with the violin and keyboard providing a"
"Happy Samoan music with choir singing, male and female voices, and electric guitar","This Samoan music piece features a choir with a male and female vocal ensemble singing in harmony, accompanied by a prominent electric guitar playing a rhythmic melody with a strong emphasis on the downbeat, creating a lively and energetic atmosphere. The song's tempo is medium fast, with a strong emphasis on"
"Street performers playing a lively song with piano, guitar, horn, and male singer.","This lively song features a male vocalist singing over a syncopated piano melody, accompanied by a strumming acoustic guitar, a brass section playing a lively horn melody, and a steady drumming rhythm, evoking a carefree atmosphere reminiscent of a street performance. The song's genre is a fusion"
"An upbeat song with a male singer, lively guitar, drums, and keyboard, perfect for cheering on a team.","This energetic song features a male vocalist singing over a driving rhythm section, with a prominent electric guitar playing a catchy, upbeat melody and a syncopated drum pattern, accompanied by a lively keyboard accompaniment that adds a dynamic, energetic feel to the track, making it well-suited for a high"
"A joyful folk song with male singers in a foreign language, fast tempo, accordion, and acoustic guitar, creating a warm and charming atmosphere.","This traditional folk song features a male vocalist singing in a foreign language, accompanied by a lively accordion melody and acoustic guitar accompaniment, creating a warm and charming atmosphere with a fast tempo. The song's instrumentation and vocal style are reminiscent of a traditional folk music from Eastern Europe, with the accordion's"
"A romantic reggae song with a male singer, guitar fills, and hand claps in a simple beat.","This is a reggae song that features a male vocalist singing over a simple, steady drum pattern with a focus on the kick and snare, accompanied by a prominent bass line and guitar fills that add a melodic texture to the track, while hand claps and percussion instruments are used to create a"
A cheerful ukulele solo piece without any other instruments.,"This is a solo ukulele piece that features a cheerful melody played on a ukulele with a clear, crisp tone, accompanied by a simple, steady strumming pattern that creates a lively atmosphere. The piece has a carefree, joyful mood and could be used as background music for a"
"Relaxing blues music with guitar solo, drums, and bass, suitable for a rock bar or romantic movie scenes","This is a slow blues music piece, performed live, with a lead electric guitar playing a melancholic solo, accompanied by a steady bass line and a slow tempo blues acoustic drum beat, evoking a soulful and intimate atmosphere. The piece could be used in the soundtrack of a romantic movie or as"
"A beautiful and emotional piece with French horn and piano, even though the recording is a bit noisy.","This is a melancholic and sentimental piece that features a French horn as the main melodic instrument, accompanied by a piano accompaniment, with a slightly mellow and nostalgic atmosphere, despite the poor audio quality of the recording. The piece is a beautiful and emotional ballad that could be used in"
"Spooky orchestra music with eerie bells and intense strings, like in a suspenseful movie.","This is a classical music piece that features a dramatic and intense orchestral arrangement, with a focus on eerie, sustained bells and a prominent string section that creates a suspenseful atmosphere, evoking the feeling of a thriller movie. The music is characterized by a slow tempo, with a steady, ominous beat"
